,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Date,Time,URL,Title,Location,Committee,Date Scraped,witnesses,transcripts,witness_transcripts,video_url,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1
29,29,29,29,29,29,29,29,29,29,29,29,06/24/20,10:00AM,https://www.agriculture.senate.gov/hearings/legislative-hearing-to-review-s-3894-the-growing-climate-solutions-act-of-2020,"Legislative Hearing to Review S. 3894, The Growing Climate Solutions Act of 2020","G50 Dirksen Senate Office Building, Washington, DC ",Agriculture,2022-03-16,"['Brent Bible', 'Zippy Duvall', 'Rob Larew', 'Jason Weller']","['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Bible%2006.24.2020.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Duvall%2006.24.2020.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Larew%2006.24.2020.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Weller%2006.24.2020.pdf']","[('Brent Bible', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Bible%2006.24.2020.pdf'), ('Zippy Duvall', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Duvall%2006.24.2020.pdf'), ('Rob Larew', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Larew%2006.24.2020.pdf'), ('Jason Weller', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Weller%2006.24.2020.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=9F1920DC-5056-A066-605C-49ADF0D4AA64,29.0,29.0,29.0,29.0
30,30,30,30,30,30,30,30,30,30,30,30,06/24/20,10:00AM,https://www.agriculture.senate.gov/hearings/business-meeting-06-24-2020,Business Meeting,"G50 Dirksen Senate Office Building, Washington, DC ",Agriculture,2022-03-16,[],[],[],https://www.agriculture.senate.gov/hearings/watch?hearingid=9EA3E217-5056-A066-6062-646333C55EC5,30.0,30.0,30.0,30.0
31,31,31,31,31,31,31,31,31,31,31,31,03/12/20,10:00AM,https://www.agriculture.senate.gov/hearings/agriculture-innovation-and-the-federal-biotechnology-regulatory-framework,Agriculture Innovation and the Federal Biotechnology Regulatory Framework,"328A Russell Senate Office Building, Washington D.C.  ",Agriculture,2022-03-16,"['Patrick L. Johnson, Jr.', 'Wayne Parrott', 'Michael Paustian', 'Gregory Jaffe']","['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Johnson%2003.12.2020.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Parrott%2003.12.2020.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Paustian%2003.12.2020.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Jaffe%2003.12.2020.pdf']","[('Patrick L. Johnson, Jr.', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Johnson%2003.12.2020.pdf'), ('Wayne Parrott', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Parrott%2003.12.2020.pdf'), ('Michael Paustian', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Paustian%2003.12.2020.pdf'), ('Gregory Jaffe', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Jaffe%2003.12.2020.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=B9CA3F1F-5056-A066-6028-930590F7768F,31.0,31.0,31.0,31.0
32,32,32,32,32,32,32,32,32,32,32,32,12/17/19,10:30AM,https://www.agriculture.senate.gov/hearings/business-meeting-december-17-2019,Business Meeting,"328A Russell Senate Office Building, Washington D.C. ",Agriculture,2022-03-16,[],[],[],https://www.agriculture.senate.gov/hearings/watch?hearingid=0D2F64B9-5056-A066-604B-AA908DB303C8,32.0,32.0,32.0,32.0
33,33,33,33,33,33,33,33,33,33,33,33,11/07/19,09:30AM,https://www.agriculture.senate.gov/hearings/implementation-of-the-2018-farm-bill-rural-development-and-energy-programs,Implementation of the 2018 Farm Bill: Rural Development and Energy Programs,"328A Russell Senate Office Building, Washington, D.C. ",Agriculture,2022-03-16,"['Bette Brand', 'Bruce Lammers', 'Chad Rupe', 'Keith Hayward', 'Bryan Sievers', 'Michael Stanley', 'Jeff Dwyer']","['', '', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Rupe%2011.7.19.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Hayward.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Sievers.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Stanley.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Dwyer.pdf']","[('Bette Brand', ''), ('Bruce Lammers', ''), ('Chad Rupe', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Rupe%2011.7.19.pdf'), ('Keith Hayward', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Hayward.pdf'), ('Bryan Sievers', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Sievers.pdf'), ('Michael Stanley', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Stanley.pdf'), ('Jeff Dwyer', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Dwyer.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=2F8B4466-5056-A066-6029-86E9A197FBEB,33.0,33.0,33.0,33.0
34,34,34,34,34,34,34,34,34,34,34,34,10/17/19,10:00AM,https://www.agriculture.senate.gov/hearings/implementing-the-2018-farm-bill,Implementing the 2018 Farm Bill,"328A Russell Senate Office Building, Washington, DC ",Agriculture,2022-03-16,['Stephen Censky'],['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Censky%2010.17.19.pdf'],"[('Stephen Censky', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Censky%2010.17.19.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=EE81875A-5056-A066-60D5-FEE5C77D278B,34.0,34.0,34.0,34.0
35,35,35,35,35,35,35,35,35,35,35,35,09/25/19,10:00AM,https://www.agriculture.senate.gov/hearings/perspectives-on-the-livestock-and-poultry-sectors,Perspectives on the Livestock and Poultry Sectors,"106 Dirksen Senate Office Building, Washington, DC ",Agriculture,2022-03-16,"['Jennifer Houston', 'Ron Kardel', 'Jayson Lusk', 'Burton Pfliger', 'Trent Thiele', 'Shane Eaton']","['', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Kardel%2009.25.19.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Lusk%2009.25.19.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Pfliger%2009.25.19.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Thiele%2009.25.19.pdf', '']","[('Jennifer Houston', ''), ('Ron Kardel', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Kardel%2009.25.19.pdf'), ('Jayson Lusk', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Lusk%2009.25.19.pdf'), ('Burton Pfliger', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Pfliger%2009.25.19.pdf'), ('Trent Thiele', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Thiele%2009.25.19.pdf'), ('Shane Eaton', '')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=53898D65-5056-A066-6094-408612B702A0,35.0,35.0,35.0,35.0
36,36,36,36,36,36,36,36,36,36,36,36,07/31/19,09:30AM,https://www.agriculture.senate.gov/hearings/perspectives-on-reauthorization-of-the-us-grain-standards-act,Perspectives on Reauthorization of the U.S. Grain Standards Act,"328A Russell Senate Office Building, Washington, DC ",Agriculture,2022-03-16,"['Brian Linin', 'David Ayers', 'Bruce Sutherland', 'Nick Friant']","['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Linin%2007.31.19.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Dahl%2007.31.19.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Sutherland%2007.31.19.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Friant%2007.31.19.pdf']","[('Brian Linin', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Linin%2007.31.19.pdf'), ('David Ayers', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Dahl%2007.31.19.pdf'), ('Bruce Sutherland', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Sutherland%2007.31.19.pdf'), ('Nick Friant', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Friant%2007.31.19.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=79E2FFD8-5056-A066-60E3-C4195F5BBE8A,36.0,36.0,36.0,36.0
37,37,37,37,37,37,37,37,37,37,37,37,07/25/19,09:30AM,https://www.agriculture.senate.gov/hearings/hemp-production-and-the-2018-farm-bill,Hemp Production and the 2018 Farm Bill,"328A Russell Senate Office Building, Washington, DC ",Agriculture,2022-03-16,"['Greg Ibach', 'Stephen Alexander Vaden', 'Alexandra Dapolito Dunn', 'Amy P. Abernethy', 'Brian Furnish', 'Erica Stark', 'Darrell G. Seki, Sr.']","['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Ibach.pdf', '', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Dunn%2007.25.19.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Abernethy%2007.25.19.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Furnish.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Stark%2007.25.19.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Seki.PDF']","[('Greg Ibach', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Ibach.pdf'), ('Stephen Alexander Vaden', ''), ('Alexandra Dapolito Dunn', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Dunn%2007.25.19.pdf'), ('Amy P. Abernethy', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Abernethy%2007.25.19.pdf'), ('Brian Furnish', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Furnish.pdf'), ('Erica Stark', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Stark%2007.25.19.pdf'), ('Darrell G. Seki, Sr.', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Seki.PDF')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=0FC529F3-5056-A066-6054-65DA0823F90E,37.0,37.0,37.0,37.0
38,38,38,38,38,38,38,38,38,38,38,38,07/18/19,10:30AM,https://www.agriculture.senate.gov/hearings/agricultural-research-and-2018-farm-bill-implementation,Agricultural Research and 2018 Farm Bill Implementation,328A Russell Senate Office Building ,Agriculture,2022-03-16,['Scott Hutchins'],['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Hutchins.pdf'],"[('Scott Hutchins', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Hutchins.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=A673A4C6-5056-A066-60C2-7D3DD4B74152,38.0,38.0,38.0,38.0
39,39,39,39,39,39,39,39,39,39,39,39,06/25/19,09:45AM,https://www.agriculture.senate.gov/hearings/the-state-of-the-derivatives-market-and-perspectives-for-cftc-reauthorization,The State of the Derivatives Market and Perspectives for CFTC Reauthorization,328A Russell Senate Office Building ,Agriculture,2022-03-16,"['Dennis M. Kelleher', 'Joe Barker', 'Walter Lukken', 'Thomas Sexton']","['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Kelleher%2006.25.19.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Barker%2006.25.19.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Lukken%2006.25.19.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Sexton%2006.25.19.pdf']","[('Dennis M. Kelleher', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Kelleher%2006.25.19.pdf'), ('Joe Barker', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Barker%2006.25.19.pdf'), ('Walter Lukken', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Lukken%2006.25.19.pdf'), ('Thomas Sexton', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Sexton%2006.25.19.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=081DB1F6-5056-A066-602F-EA623714FA40,39.0,39.0,39.0,39.0
40,40,40,40,40,40,40,40,40,40,40,40,06/13/19,09:30AM,https://www.agriculture.senate.gov/hearings/certainty-in-global-markets-for-the-us-agriculture-sector,Certainty in Global Markets for the U.S. Agriculture Sector,328A Russell Senate Office Building ,Agriculture,2022-03-16,"['Gregg Doud', 'Ted McKinney', 'Robert Johansson']","['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Doud%2006.13.2019.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_McKinney%2006.13.2019.pdf', '']","[('Gregg Doud', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Doud%2006.13.2019.pdf'), ('Ted McKinney', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_McKinney%2006.13.2019.pdf'), ('Robert Johansson', '')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=5CB48888-5056-A066-6012-880754EEF796,40.0,40.0,40.0,40.0
41,41,41,41,41,41,41,41,41,41,41,41,05/21/19,09:30AM,https://www.agriculture.senate.gov/hearings/climate-change-and-the-agriculture-sector,Climate Change and the Agriculture Sector,328A Russell Senate Office Building ,Agriculture,2022-03-16,"['Debbie Lyons-Blythe', 'Frank Mitloehner', 'Matthew Rezac', 'Thomas J. Vilsack']","['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Lyons-Blythe_05.21.2019.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Mitloehner_05.21.2019.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Rezac_05.21.2019.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Vilsack_05.21.2019.pdf']","[('Debbie Lyons-Blythe', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Lyons-Blythe_05.21.2019.pdf'), ('Frank Mitloehner', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Mitloehner_05.21.2019.pdf'), ('Matthew Rezac', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Rezac_05.21.2019.pdf'), ('Thomas J. Vilsack', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Vilsack_05.21.2019.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=26FA3230-5056-A066-600B-B407CC69392F,41.0,41.0,41.0,41.0
42,42,42,42,42,42,42,42,42,42,42,42,05/14/19,10:45AM,https://www.agriculture.senate.gov/hearings/business-meeting-may-14-2019,Business Meeting ,"S-216, President's Room ",Agriculture,2022-03-16,[],[],[],,42.0,42.0,42.0,42.0
43,43,43,43,43,43,43,43,43,43,43,43,04/10/19,10:00AM,https://www.agriculture.senate.gov/hearings/perspectives-on-child-nutrition-reauthorization,Perspectives on Child Nutrition Reauthorization ,216 Hart Senate Office Building ,Agriculture,2022-03-16,"['Brandon Lipps', 'Kathryn Larin', 'Josh Mathiasmeier', 'Michael J. Halligan', 'Lauren Waits', 'Kati Wagner', 'Olanrewaju Falusi']","['', '', '', '', '', '', '']","[('Brandon Lipps', ''), ('Kathryn Larin', ''), ('Josh Mathiasmeier', ''), ('Michael J. Halligan', ''), ('Lauren Waits', ''), ('Kati Wagner', ''), ('Olanrewaju Falusi', '')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=87697160-5056-A066-60D9-DD3BBD7617CC,43.0,43.0,43.0,43.0
44,44,44,44,44,44,44,44,44,44,44,44,04/01/19,05:30PM,https://www.agriculture.senate.gov/hearings/business-meeting-april-1-2019,Business Meeting,"S-216, President's Room ",Agriculture,2022-03-16,[],[],[],,44.0,44.0,44.0,44.0
45,45,45,45,45,45,45,45,45,45,45,45,03/13/19,10:00AM,https://www.agriculture.senate.gov/hearings/nomination-of-heath-p-tarbert,Nomination of Heath P. Tarbert,328A Russell Senate Office Building ,Agriculture,2022-03-16,['Heath P. Tarbert'],[''],"[('Heath P. Tarbert', '')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=5352D6BF-5056-A066-60C9-FFC9DB7116EA,45.0,45.0,45.0,45.0
46,46,46,46,46,46,46,46,46,46,46,46,02/28/19,09:30AM,https://www.agriculture.senate.gov/hearings/implementing-the-agriculture-improvement-act-of-2018,Implementing the Agriculture Improvement Act of 2018,328A Russell Senate Office Building  ,Agriculture,2022-03-16,['Sonny Perdue'],['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Perdue_02.28.19.pdf'],"[('Sonny Perdue', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Perdue_02.28.19.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=758504CF-5056-A066-6080-8E106F7808EB,46.0,46.0,46.0,46.0
47,47,47,47,47,47,47,47,47,47,47,47,02/07/19,01:30PM,https://www.agriculture.senate.gov/hearings/business-meeting-february-7-2019,Business Meeting,"S-216, President's Room ",Agriculture,2022-03-16,[],[],[],,47.0,47.0,47.0,47.0
48,48,48,48,48,48,48,48,48,48,48,48,12/05/18,04:00PM,https://www.agriculture.senate.gov/hearings/business-meeting-december-5-2018,Business Meeting,"S-216, President's Room ",Agriculture,2022-03-16,[],[],[],,48.0,48.0,48.0,48.0
49,49,49,49,49,49,49,49,49,49,49,49,11/28/18,09:30AM,https://www.agriculture.senate.gov/hearings/nomination-of-mindy-brashears-naomi-earp-and-scott-hutchins,"Nomination of Mindy Brashears, Naomi Earp, and Scott Hutchins",328A Russell Senate Office Building  ,Agriculture,2022-03-16,"['Mindy Brashears', 'Naomi Earp', 'Scott Hutchins']","['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Brashears%2011.28.18.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Earp%2011.28.18.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Hutchins%2011.28.18.pdf']","[('Mindy Brashears', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Brashears%2011.28.18.pdf'), ('Naomi Earp', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Earp%2011.28.18.pdf'), ('Scott Hutchins', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Hutchins%2011.28.18.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=97B5BBDF-5056-A066-6035-F4CCDE38BE36,49.0,49.0,49.0,49.0
50,50,50,50,50,50,50,50,50,50,50,50,09/13/18,10:00AM,https://www.agriculture.senate.gov/hearings/perspectives-on-us-agricultural-trade,Perspectives on U.S. Agricultural Trade,328A Russell Senate Office Building  ,Agriculture,2022-03-16,"['Gregg Doud', 'Ted McKinney', 'Robert Johansson']","['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Doud.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_McKinney%20(1).pdf', '']","[('Gregg Doud', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Doud.pdf'), ('Ted McKinney', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_McKinney%20(1).pdf'), ('Robert Johansson', '')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=B0BDB107-5056-A066-6009-4F13674EABE0,50.0,50.0,50.0,50.0
51,51,51,51,51,51,51,51,51,51,51,51,09/05/18,09:30AM,https://www.agriculture.senate.gov/hearings/farm-bill-conference-meeting-2018,Farm Bill Conference Meeting,"SR-325, Kennedy Caucus Room ",Agriculture,2022-03-16,[],[],[],https://www.agriculture.senate.gov/hearings/watch?hearingid=E45C8C5C-5056-A066-60B5-BAEEF4B97082,51.0,51.0,51.0,51.0
52,52,52,52,52,52,52,52,52,52,52,52,07/31/18,02:15PM,https://www.agriculture.senate.gov/hearings/business-meeting-july-31-2018,Business Meeting,"S-216, President's Room ",Agriculture,2022-03-16,[],[],[],,52.0,52.0,52.0,52.0
53,53,53,53,53,53,53,53,53,53,53,53,07/24/18,10:00AM,https://www.agriculture.senate.gov/hearings/nomination-of-dan-michael-berkovitz-and-james-e-hubbard,Nomination of Dan Michael Berkovitz and James E. Hubbard,328A Russell Senate Office Building  ,Agriculture,2022-03-16,"['Dan Michael Berkovitz', 'James E. Hubbard']","['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Berkovitz_07.24.18.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Hubbard_07.24.18.pdf']","[('Dan Michael Berkovitz', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Berkovitz_07.24.18.pdf'), ('James E. Hubbard', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Hubbard_07.24.18.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=959F8F2B-5056-A066-6007-5D2FDA68DE5F,53.0,53.0,53.0,53.0
54,54,54,54,54,54,54,54,54,54,54,54,06/13/18,09:30AM,https://www.agriculture.senate.gov/hearings/business-meeting-june-13-2018,Business Meeting,328A Russell Senate Office Building ,Agriculture,2022-03-16,[],[],[],https://www.agriculture.senate.gov/hearings/watch?hearingid=83792A18-5056-A066-6050-A1B96F8B8EE5,54.0,54.0,54.0,54.0
